name,degree,betweenness,closeness,eigenvector,category,Kingdom,Phylum,Class,Order,Family,Genus,Species
88022912d92fcdf9b8f777a11589153d,149,438,0.000139346,7.05E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Cairneyella variabilis,Cairneyella variabilis
4f84e77f8446b02e2da1315eea98739b,91,394,0.000137216,2.74E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Cairneyella variabilis,Cairneyella variabilis
7db5cbbfb2a28d0b98649026e88c0a6c,91,172,0.000137054,2.92E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Cairneyella variabilis,Cairneyella variabilis
48cde2cc6403cf7d477bbce7c9886c15,43,6,0.000135715,2.03E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Cairneyella variabilis,Cairneyella variabilis
e107ec2a8a7bff1ee7720bfe8e572a16,37,10279,0.000167467,1.45E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
b020f8be9046107327c3ffc116f1c02e,80,0,0.000153347,4.81E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
6d115b9f5b3b697332724b73879e9a16,1,0,0.000153821,0.000436013,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
e7e64e4db792f41f6215f16f7ce551a7,131,621.1666667,0.000183142,0.002046347,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
e19ed70f336b6052ea8070c70b68e304,13,16,0.00019259,0.009767776,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Pythium insidiosum,Pythium insidiosum
d52e26e76da99c2ac3c51be36dc295ca,15,4310,0.000194328,0.000838403,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Pythium insidiosum,Pythium insidiosum
4e6a941cf6cafa99511b9ddd0d99f4f7,54,997,0.000206163,0.002966098,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Pythium insidiosum,Pythium insidiosum
42d1b1259b6a8b5bf0b550c031f11e81,87,1598,0.000214413,0.00950128,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
181e0d95e00e27501c523441345957e2,7,130,0.000195253,0.002932339,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
ded029ea513167be32857d3d84f3d0dd,10,2313,0.000143579,7.66E-06,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
ecf913c317a61a465c020b11de649ce9,24,16,0.00015092,1.95E-07,rare,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
4ca4447314bd794cc254b0b4d9507a4f,45,5900,0.000218214,0.024814096,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
77e9e4390e02b4bc0807556f87a91e52,22,4765,0.000216763,0.004264146,rare,Bacteria,NA,NA,NA,NA,NA,NA
b12806463ee826e33c6536989ea15bad,57,8,0.000149849,2.85E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ae068cd2ea6a85e89686ee0a1cc9995e,62,4290,0.000200737,0.127905893,intermediate,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ba6bbd551da8ff2b76396d32e72751c0,130,4377,0.000206592,0.005347597,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
d1b468be869396dcbfd341cacf19d350,60,0,0.0001842,0.000987225,rare,Bacteria,NA,NA,NA,NA,NA,NA
a4d96624db327b631d13b77da3fe0e36,154,8160,0.000153166,7.77E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
2a058896aa97d22030d573e1f901b1c2,146,629,0.000151795,7.17E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
a178e7f45719b8785eb0a7ed4b8461e3,6,1,0.000128863,1.40E-08,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
28c41db7bf0ddaab38df7c87d826a6b4,17,545,0.000199109,0.004837919,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
af716fbd4a01ed1c550d6956e0d2113f,77,296.8333333,0.000200115,0.004117675,intermediate,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
50a5c85e664d8741d932968de53ec29e,77,31,0.00020014,0.0041364,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
0a2c2884ff50c4c63709c0ac24ce7cc7,61,2451,0.00018369,0.001393812,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
b8ef19bae44beb6b4724fed3be89767d,89,15784,0.000156819,5.81E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
d034234c9c4b6ddcbc37bd1334efb7bc,10,142,0.000189549,0.006953341,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
2b220225a54e219c379181fe3fab36de,51,7443,0.000237414,0.020933636,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
54a55bfa9c4266c4065c6a79b1505427,80,0,0.000153374,4.81E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
c14742016b9867469b0bf9b10657c7ec,80,0,0.000153366,4.81E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
60324130b011c8f17481f9ca6aaee07d,26,39,0.000133367,3.30E-08,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
b058e2ef7620ac49c75da87f1eb309c0,160,6142,0.000153601,7.51E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium
f7f4d132cf702baff3b984eec6fcb39d,103,4247,0.000172408,1.99E-06,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium
d558ecb034623eba025043abcad3228a,1,0,0.000122742,8.70E-11,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
60669989a467a429793feff32efe85ca,93,0,0.000214683,0.00545021,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
222fb29b000d5ef563763871111a7931,7,64,0.000146006,1.05E-07,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium
83d3bb11ca8e318bdb00c5b780bdc384,12,1706,0.000151301,8.84E-08,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium
62be82827d5ffd6d62cb18bd9ab67b70,43,0,0.000203678,3.36E-06,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium
418064eebc02ee64d045e87b21367eb7,43,0,0.00020367,3.36E-06,rare,Bacteria,NA,NA,NA,NA,NA,NA
35781f740a3347cf3359443e570716d9,11,236,0.00017191,0.001720195,intermediate,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
f3e148eb6921c53f5a166af6f0c57514,80,42,0.000153357,4.81E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
9fe252732ecaa1b44c34bf9f4e6326ea,3,67,0.00017585,2.65E-05,rare,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,wastewater metagenome,wastewater metagenome,wastewater metagenome
67650721a6be5647e850475a45d78fe7,13,3714,0.000142279,8.41E-09,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
657eaadc2ad3519b6909adf5eee53a2e,156,1040,0.000157029,9.68E-07,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
b395968ac893a8aa403e4ca8b0d70be1,26,45660,0.000194712,0.000168104,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
14948224f9ace706e615ddcdd4136e7e,80,16.25,0.000153362,4.81E-07,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
3ad7e9cf9c58c848ac8f34bad9cc36bd,89,13,0.000151771,5.66E-07,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
56bc7ec1c4ad07c4bef5e5924b798be9,32,0,0.00014789,1.86E-07,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
550f78d162da4a9b6ecefe9776c2793d,167,3271,0.000172389,2.06E-06,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
2ab07aa4e8a9d46f7ffa21309fdb0e1f,35,4268,0.000210857,0.077904229,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
92ce30fa68c21d611aa0072644dc8cdf,11,2241,0.000180315,0.000119254,rare,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured Candidatus Saccharibacteria bacterium,uncultured Candidatus Saccharibacteria bacterium,uncultured Candidatus Saccharibacteria bacterium
391d9011707666bdb8ca897e25102e1d,39,235,0.000208219,0.063178248,rare,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
6d6af38722d01a4de6e930cb3310842e,11,4129,0.000189988,0.001023532,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured organism,uncultured organism,uncultured organism
01225d2f778f3e7ac67803a6f26b44b5,43,728,0.000202919,0.192243357,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
feb9ecd6a1bb76989cde851a6118107e,1,0,0.000123233,1.50E-07,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured Candidatus Saccharibacteria bacterium,uncultured Candidatus Saccharibacteria bacterium,uncultured Candidatus Saccharibacteria bacterium
5280331f720785321bcd6560ac49658f,24,11200,0.000189161,0.018658389,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
c1b8a69c20a53e73957ea61d9f3c0643,31,2088.833333,0.000197655,0.00602683,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
15f989ce22e917eb730fd9e7e1c43713,3,1994,0.000149647,0.000205431,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,bacterium LWQ8,bacterium LWQ8,bacterium LWQ8
08a1fcf69c9401d23d50729836f862a8,2,1994,0.00014557,2.09E-05,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,bacterium LWQ8,bacterium LWQ8,bacterium LWQ8
4026fe93992c22ed7b6b9e45ea6231e3,62,5191,0.000153349,4.24E-07,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,bacterium LWQ8,bacterium LWQ8,bacterium LWQ8
37eb32784b29dcd0f1926e3d07836a5c,18,0,0.000196504,0.007620949,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,bacterium LWQ8,bacterium LWQ8,bacterium LWQ8
7beadf6c51b404eb431b32e2a1004095,23,569,0.000196692,0.04246972,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,bacterium LWQ8,bacterium LWQ8,bacterium LWQ8
ddedd6296e757535337295d09d73fd53,2,0,0.00012257,2.08E-07,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
992b4c10e0bcd88dbcb3ca7e660f058c,98,137,0.00015506,7.12E-07,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
2f9c9c4eecbb5afc2235fffe965b6ab9,20,516,0.000188348,0.012817732,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
00cd24f54c553f81b58e40dfcb1237b6,15,406,0.000178236,0.002765012,rare,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,metagenome,metagenome,metagenome
715d6a59554df3132d1bd5e355114acd,77,855.6666667,0.000168589,0.000608814,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
5a18aa97581fc53b00e9e30907af5d53,11,676,0.000153537,0.000196033,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,NA
2f3d28ef526eb5afe3a19ab59fe55494,5,3071,0.000169103,3.28E-05,rare,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
c02a5f862e1c864e5bcda6fdc242c727,8,371,0.00014233,5.13E-06,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured bacterium,uncultured bacterium
27c934ffc2c91afb8e5fcb0f56a21c9c,7,30,0.000194126,0.000969271,rare,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured bacterium,uncultured bacterium
6de5d0b8dde769f95f383af208eb97fe,12,608,0.000188475,0.026100322,intermediate,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
bb7009c1d3b7c2987535c5f0935d4f7b,6,340,0.000166217,0.000191413,intermediate,Bacteria,Patescibacteria,Microgenomatia,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
752e4bb29ba71acd5f6b9e068a1b4bde,12,46,0.000191954,0.009006498,rare,Bacteria,Patescibacteria,Microgenomatia,Candidatus Amesbacteria,NA,NA,NA
57f2dab4e2597202c8d404c872706aa1,2,39,0.000165547,7.44E-06,intermediate,Bacteria,Patescibacteria,Gracilibacteria,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium
13e0b45c9ce6cd042f4aa067a988284b,60,0,0.000184149,0.000989525,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yonathbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
6020b08a466b15c739bc3e3b713ff9dd,3,101,0.000133895,9.13E-07,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
7891b48e674d451871050ef515e765cf,11,209,0.00018674,0.000937153,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured organism,uncultured organism,uncultured organism
06bbd5b4c8e284317a7d86fa9a29c994,60,0,0.000184251,0.000985224,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
d40cb2927e02e5382c41b150421c183e,1,0,0.000135364,2.80E-07,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
3010ba44b79ff55ff4e5baa8336d4c9f,14,3069,0.000195503,0.004632401,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,metagenome,metagenome,metagenome
70aeda6a8f19ca6a14c0a9f377022cc4,12,39,0.000185569,0.022912142,rare,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,metagenome,metagenome,metagenome
edee0ab99c331c13cd57cfb57a10fe0a,113,82,0.00015161,5.75E-07,rare,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,metagenome,metagenome,metagenome
e433f31a1a7194e9862ef1420cc1b8c9,15,1014,0.000210211,0.000647016,rare,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
36ea6008ef3896c8e7ef1b81ae60955a,60,36.64285714,0.000184242,0.000985681,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Campbellbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
e308263e792da19dfd1e3035135b48ff,4,17,0.00016496,5.90E-05,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Campbellbacteria,marine metagenome,marine metagenome,marine metagenome
3b54fe65617fd4392497b71a8a07c671,10,427,0.000184201,0.003312167,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
8cea68e7a929f2147b2642d12c4b0c9c,44,9001.5,0.000208953,0.037605421,intermediate,Bacteria,Patescibacteria,Parcubacteria,Candidatus Moranbacteria,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
53e00e8248a4ed0ee0aeb7e73605315e,17,1024,0.000192413,0.005651226,rare,Bacteria,Patescibacteria,ABY1,Candidatus Falkowbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
e61162196fc73619ed7ca590fa6fbfd8,43,1286,0.000210483,0.099599082,intermediate,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA,NA
0065f3add4d435cb23dc9c68ef0731d3,22,96,0.00019871,0.010159087,intermediate,Bacteria,Patescibacteria,Gracilibacteria,metagenome,metagenome,metagenome,metagenome
da1e54ed5f18fa8acd857b38a62a7db9,33,1416,0.000213249,0.026092244,intermediate,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria bacterium oral taxon 873,Gracilibacteria bacterium oral taxon 873,Gracilibacteria bacterium oral taxon 873,Gracilibacteria bacterium oral taxon 873
0cd0d6589bbe0dcca34d0c1cb52edc66,80,42,0.000153357,4.81E-07,intermediate,Bacteria,Patescibacteria,Microgenomatia,Candidatus Pacebacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
8b4e9906673461f5f0dedd96496ba451,75,937,0.000136699,2.36E-07,intermediate,Bacteria,Patescibacteria,WS6 (Dojkabacteria),NA,NA,NA,NA
8b1e2ab52b6963ce00e0147ba56830e4,80,668.5,0.000153407,4.81E-07,intermediate,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
34e27fa1551d50235396d77afbcf4b16,3,0,0.000171119,0.002796401,intermediate,Bacteria,Patescibacteria,Parcubacteria,metagenome,metagenome,metagenome,metagenome
35b2ed75c1c29fe3cba89685961c7ce4,86,1013,0.000156683,5.74E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
db5edfdaacb8965fc8e1f7fa74bb6f0f,4,24,0.000174047,0.000187204,intermediate,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),uncultured bacterium,uncultured bacterium,uncultured bacterium
4bcec6114d8dfea7e3a38498aed41e09,4,1122,0.000166956,4.94E-05,intermediate,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),uncultured bacterium,uncultured bacterium,uncultured bacterium
53d82652467a86d77b2a77eeaa563102,23,627,0.000195219,0.015253811,intermediate,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
a12b1208aade20792637c4cd147ab3ff,18,225,0.000196825,0.007603596,intermediate,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),uncultured candidate division SR1 bacterium,uncultured candidate division SR1 bacterium,uncultured candidate division SR1 bacterium
12e065e56d32df3f03aa695988023fc1,7,30,0.000188661,0.011131897,intermediate,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
0e7ec959cb2a0a1a1aa786e0f672806d,4,23,0.000172781,0.000149458,intermediate,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),metagenome,metagenome,metagenome
6fe367181b57e995d90dd52d79c6a0a3,93,0,0.00021468,0.00545068,intermediate,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),metagenome,metagenome,metagenome
a4064bca1943de89f27052a4427dfb31,123,1431,0.000147675,4.12E-07,intermediate,Bacteria,NA,NA,NA,NA,NA,NA
c3539b59fc26a4b83e69980e08143851,127,71.5,0.000151179,6.14E-07,intermediate,Bacteria,Patescibacteria,Berkelbacteria,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
46267df6dd324a337512aace91a6f703,142,1392,0.000213702,0.666039248,abundant,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,uncultured bacterium,uncultured bacterium,uncultured bacterium
f4cbf94fd3fb97667af87d6877d99a12,10,26,0.000196497,0.002343159,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium
cdb2d12bdf1d625d806e9b73c71d289c,69,5,0.000170461,0.000527747,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium
d1150855640810e789e8c01ef3a16d9b,9,909,0.000176535,0.000430239,rare,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,NA
137072e79fe67af793dd4ea9fc78a9a2,40,0,0.000144735,1.05E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,uncultured,uncultured Rhizobiales bacterium
6c6431e9e89e819a2b400de484629b03,150,1236,0.000217467,0.739379439,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,uncultured alpha proteobacterium
a870d504933f5f38b428d32988f7de9b,10,8043,0.000135015,4.43E-09,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,Alphaproteobacteria bacterium i77
d109eb0704314c1155d20a7e664000d4,119,48,0.000150758,6.01E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
65ea89e6caefcd0f024b72d65ae6f15d,127,1209,0.000155708,8.51E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
6be3533a18368017f710a426a43b51e7,90,14896,0.000218569,0.412464728,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,metagenome
6de79ebff5c07311f929c95f84d3ce4d,93,186.2,0.00021469,0.005449264,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,metagenome
8aad80d45dac8dfa3a92f41d8a290c72,69,169,0.000147189,1.54E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
e2a9581d280913180fb7d012f040b409,41,55,0.000150566,3.85E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,uncultured bacterium
df08109ec622f6e500c54fe2e86d3313,75,1089,0.000150436,3.64E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
b85d6f4110734c5ef1ff2b2497e4882c,62,8,0.000136228,1.25E-07,intermediate,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
a98b4935ded59881ea1c60f46511d3df,176,2178,0.000157154,1.07E-06,abundant,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster,uncultured alpha proteobacterium
