Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,metagenome,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,metagenome,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured Polyangiaceae bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured delta proteobacterium,uncultured delta proteobacterium,uncultured delta proteobacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,metagenome
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,metagenome
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,TC1,uncultured bacterium,uncultured bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Family XII,Fusibacter,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12,uncultured Firmicutes bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12,uncultured Firmicutes bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12,uncultured Firmicutes bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,uncultured,uncultured bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,uncultured,uncultured bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 9,uncultured Clostridiales bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 9,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 9,uncultured Clostridium sp.
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Allohahella antarctica
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,27F-1492R,uncultured delta proteobacterium,uncultured delta proteobacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,KD3-10,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,KD3-10,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,KD3-10,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,KD3-10,metagenome,metagenome
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,uncultured,metagenome
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,uncultured bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,NA,NA,NA,NA,NA
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,NA,NA,NA
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured Armatimonadetes bacterium,uncultured Armatimonadetes bacterium
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured Armatimonadetes bacterium,uncultured Armatimonadetes bacterium
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured Fimbriimonas sp.,uncultured Fimbriimonas sp.
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,microbial mat metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured soil bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,Thymallus thymallus (grayling)
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,metagenome
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured beta proteobacterium,uncultured beta proteobacterium,uncultured beta proteobacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured gamma proteobacterium,uncultured gamma proteobacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured gamma proteobacterium,uncultured gamma proteobacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured Syntrophobacteraceae bacterium,uncultured Syntrophobacteraceae bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured Syntrophobacteraceae bacterium,uncultured Syntrophobacteraceae bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured Syntrophobacteraceae bacterium,uncultured Syntrophobacteraceae bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured delta proteobacterium,uncultured delta proteobacterium
Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured Planctomycetales bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured Singulisphaera sp.
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,NA,NA
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured planctomycete
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured eubacterium 2112
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,uncultured planctomycete
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured organism
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,Pirellula sp.
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Roseimaritima,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,metagenome
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,metagenome
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,metagenome
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,metagenome
Bacteria,Planctomycetes,vadinHA49,metagenome,metagenome,metagenome,metagenome
Bacteria,Planctomycetes,vadinHA49,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13
Bacteria,Planctomycetes,vadinHA49,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13
Bacteria,Planctomycetes,vadinHA49,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13,uncultured Antarctic bacterium LB3-13
Bacteria,Planctomycetes,vadinHA49,NA,NA,NA,NA
Bacteria,Planctomycetes,vadinHA49,uncultured Antarctic bacterium LB3-147,uncultured Antarctic bacterium LB3-147,uncultured Antarctic bacterium LB3-147,uncultured Antarctic bacterium LB3-147
Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,vadinHA49,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium
Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,vadinHA49,NA,NA,NA,NA
Bacteria,Planctomycetes,vadinHA49,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium
Bacteria,Planctomycetes,vadinHA49,NA,NA,NA,NA
Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,vadinHA49,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium
Bacteria,Planctomycetes,vadinHA49,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium
Bacteria,Planctomycetes,vadinHA49,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,NA,NA,NA
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,NA,NA,NA
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,uncultured bacterium
